"track_name","track_artist","album_artist","remix_artist_name","genre","isrc_code","music_credits","lyric_credits","other_credits","producer","engineer","release_id","track_id","release_date","album_title","publisher"
"Zamtari","Tsinandali Choir","Tsinandali Choir",,"World Music","GB-CPA-88-00222","Traditional, arranged by Levan Abashidze.",,,"Anzor Erkomaishvili","Mikhail Kilosanidze","62","694",,"Table Songs of Georgia","WOMAD Music Ltd"
"Diambego","Tsinandali Choir","Tsinandali Choir",,"World Music","GB-CPA-88-00223","Traditional, arranged by Levan Abashidze.",,,"Anzor Erkomaishvili","Mikhail Kilosanidze","62","695",,"Table Songs of Georgia","WOMAD Music Ltd"
"Shemodzakhili","Tsinandali Choir","Tsinandali Choir",,"World Music","GB-CPA-88-00224","Traditional, arranged by Levan Abashidze.",,,"Anzor Erkomaishvili","Mikhail Kilosanidze","62","696",,"Table Songs of Georgia","WOMAD Music Ltd"
"Berikatsi Var","Tsinandali Choir","Tsinandali Choir",,"World Music","GB-CPA-88-00225","Traditional, arranged by Levan Abashidze.",,,"Anzor Erkomaishvili","Mikhail Kilosanidze","62","697",,"Table Songs of Georgia","WOMAD Music Ltd"
"Chakrulo","Tsinandali Choir","Tsinandali Choir",,"World Music","GB-CPA-88-00226","Traditional, arranged by Levan Abashidze.",,,"Anzor Erkomaishvili","Mikhail Kilosanidze","62","698",,"Table Songs of Georgia","WOMAD Music Ltd"
"Muthimba","Ghorwane","Ghorwane",,"World Music","GB-CPA-07-00204","Jose Alage","Jose Alage",,,"Chris Lawson","63","699",,"Majurugenta","WOMAD Music Ltd"
"Majurugenta","Ghorwane","Ghorwane",,"World Music","GB-CPA-07-00244","Jose Alage","Jose Alage",,,"Chris Lawson","63","700",,"Majurugenta","WOMAD Music Ltd"
"Matarlatanta","Ghorwane","Ghorwane",,"World Music","GB-CPA-07-00239","Roberto Chitsonzo","Roberto Chitsonzo",,,"Chris Lawson","63","701",,"Majurugenta","WOMAD Music Ltd"
"Xai-Xai","Ghorwane","Ghorwane",,"World Music","GB-CPA-07-00008","Jose Alage","Jose Alage",,,"Chris Lawson","63","702",,"Majurugenta","WOMAD Music Ltd"
"Mavabwyi","Ghorwane","Ghorwane",,"World Music","GB-CPA-07-00199","Jose Alage","Jose Alage",,,"Chris Lawson","63","703",,"Majurugenta","WOMAD Music Ltd"
"Sathuma","Ghorwane","Ghorwane",,"World Music","GB-CPA-07-00263","Roberto Chitsonzo","Roberto Chitsonzo",,,"Chris Lawson","63","704",,"Majurugenta","WOMAD Music Ltd"
"Buluku","Ghorwane","Ghorwane",,"World Music","GB-CPA-07-00027","Roberto Chitsonzo","Roberto Chitsonzo",,,"Chris Lawson","63","705",,"Majurugenta","WOMAD Music Ltd"
"Terehumba","Ghorwane","Ghorwane",,"World Music","GB-CPA-07-00015","Roberto Chitsonzo","Roberto Chitsonzo",,,"Chris Lawson","63","706",,"Majurugenta","WOMAD Music Ltd"
"Akuhanha","Ghorwane","Ghorwane",,"World Music","GB-CPA-07-00060","Roberto Chitsonzo","Roberto Chitsonzo",,,"Chris Lawson","63","707",,"Majurugenta","WOMAD Music Ltd"
"Take Good Care Of Your Soul","Carole Rowley, Simon Emmerson and Raw Stylus","Various Artists",,"World Music","GB-CPA-07-00124","Carole Rowley, Simon Emmerson, Ron Aslan, Max J Brookes, Neville Farmer, Neil Sparkes",,,"Simon Emmerson & Raw Stylus",,"64","716",,"A Week or Two in the Real World","Real World Music Ltd"
"Take Good Care Of Your Soul","Carole Rowley, Simon Emmerson and Raw Stylus","Various Artists",,"World Music","GB-CPA-07-00124","Carole Rowley, Simon Emmerson, Ron Aslan, Max J Brookes, Neville Farmer, Neil Sparkes",,,"Simon Emmerson & Raw Stylus",,"64","716",,"A Week or Two in the Real World","WOMAD Music Ltd"
"Maze","Mari Boine and Liu Sola","Various Artists",,"World Music","GB-CPA-07-00189","Trad arr. Mari Boine/Roger Ludvigsen/Gjermund Silseth/Liu Sola/Pol Brennan",,,"Pol Brennan","Chris Lawson","64","722",,"A Week or Two in the Real World","WOMAD Music Ltd"
"Bayaty","Ashkhabad","Various Artists",,"World Music","GB-CPA-93-00105","Composed by E Mansurov; arranged by G Mamedov and S Rizaev.",,,"John Leckie","Richard Evans & John Leckie","64","760",,"A Week or Two in the Real World","WOMAD Music Ltd"
"She Moved Through The Fair","Jam Nation","Various Artists",,"Electronica","GB-CPA-01-00547","Traditional, arranged by Mark Rutherford, John Gosling and Caroline Lavelle",,,"Mark Rutherford & Sugar",,"64","782",,"A Week or Two in the Real World","WOMAD Music Ltd"
"Chinese Canon","Various Artists","Various Artists",,"World Music","GB-CPA-01-00584","Simon Jeffes, Cheng Yu and Zhou Yu",,,"Simon Jeffes and Alex Gifford",,"64","1090",,"A Week or Two in the Real World","WOMAD Music Ltd"
"La Sombra Negra","Totó La Momposina y sus Tambores","Totó La Momposina y sus Tambores",,"World Music","GB-CPA-93-00230","Paulino Salgado arr. by Rafael Ramos, Avelino Sanchez and Totó La Momposina y sus Tambores ",,,"Phil Ramone/Marco Vinicio Oyaga/Richard Blair/John","Richard Chappell & Richard Blair","65","727",,"La Candela Viva","WOMAD Music Ltd"
"Dáme La Mano Juancho","Totó La Momposina y sus Tambores","Totó La Momposina y sus Tambores",,"World Music","GB-CPA-93-00231","Juan Lara arr. by Mayte Montero and Totó La Momposina y sus Tambores",,,"Phil Ramone/Marco Vinicio Oyaga/Richard Blair/John","Richard Chappell & Richard Blair","65","728",,"La Candela Viva","WOMAD Music Ltd"
"Malanga","Totó La Momposina y sus Tambores","Totó La Momposina y sus Tambores",,"World Music","GB-CPA-93-00232","Silvia Contreras; additional lyrics by Paulino Salgado/Rafael Ramos",,,"Phil Ramone/Marco Vinicio Oyaga/Richard Blair/John","Richard Chappell & Richard Blair","65","729",,"La Candela Viva","WOMAD Music Ltd"
"Mapale","Totó La Momposina y sus Tambores","Totó La Momposina y sus Tambores",,"World Music","GB-CPA-93-00233","Traditional",,,"Phil Ramone/Marco Vinicio Oyaga/Richard Blair/John","Richard Chappell & Richard Blair","65","730",,"La Candela Viva","WOMAD Music Ltd"
"Curura","Totó La Momposina y sus Tambores","Totó La Momposina y sus Tambores",,"World Music","GB-CPA-93-00234","Antonio Fernandez",,,"Phil Ramone/Marco Vinicio Oyaga/Richard Blair/John","Richard Chappell & Richard Blair","65","731",,"La Candela Viva","WOMAD Music Ltd"
"Chi Chi Mani","Totó La Momposina y sus Tambores","Totó La Momposina y sus Tambores",,"World Music","GB-CPA-93-00235","Paulino Salgado",,,"Phil Ramone/Marco Vinicio Oyaga/Richard Blair/John","Richard Chappell & Richard Blair","65","732",,"La Candela Viva","WOMAD Music Ltd"
"La Candela Viva","Totó La Momposina y sus Tambores","Totó La Momposina y sus Tambores",,"World Music","GB-CPA-93-00236","Traditional",,,"Phil Ramone","Richard Chappell","65","733",,"La Candela Viva","WOMAD Music Ltd"
"La Acabación","Totó La Momposina y sus Tambores","Totó La Momposina y sus Tambores",,"World Music","GB-CPA-93-00237","Traditional arr. by Eduardo Martinez and Totó La Momposina y sus Tambores",,,"Phil Ramone/Marco Vinicio Oyaga/Richard Blair/John","Richard Chappell & Richard Blair","65","734",,"La Candela Viva","WOMAD Music Ltd"
"Triangle","Trísan","Trísan",,"World Music","GB-CPA-07-00054","Joji Hirota, Pol Brennan, Guo Yue",,,"Pol Brennan","Richard Evans","66","735",,"TrÌsan","WOMAD Music Ltd"
"Big Trouble In Old Ballymore E","Trísan","Trísan",,"World Music","GB-CPA-07-00113","Pol Brennan, Guo Yue & Joji Hirota",,,"Pol Brennan","Richard Evans","66","736",,"TrÌsan","WOMAD Music Ltd"
"May Yo I","Trísan","Trísan",,"World Music","GB-CPA-07-00158","Guo Yue, Pol Brennan",,,"Pol Brennan","Richard Evans","66","737",,"TrÌsan","WOMAD Music Ltd"
"Dragon","Trísan","Trísan",,"World Music","GB-CPA-07-00217","Hou De Jian arr. by Pol Brennan, Guo Yue, Joji Hirota",,"Liu Sola: Vocals","Pol Brennan","Richard Evans","66","738",,"TrÌsan","WOMAD Music Ltd"
"Mother and Son","Trísan","Trísan",,"World Music","GB-CPA-07-00036","Pol Brennan, Joji Hirota & Guo Yue",,,"Pol Brennan","Richard Evans","66","739",,"TrÌsan","WOMAD Music Ltd"
"Wintermoon","Trísan","Trísan",,"World Music","GB-CPA-07-00118","Pol Brennan, Joji Hirota & Guo Yue",,,"Pol Brennan","Richard Evans","66","740",,"TrÌsan","WOMAD Music Ltd"
"River of Life","Trísan","Trísan",,"World Music","GB-CPA-07-00108","Pol Brennan, Guo Yue & Joji Hirota",,,"Pol Brennan","Richard Evans","66","741",,"TrÌsan","WOMAD Music Ltd"
"Tri Le Cheile","Trísan","Trísan",,"World Music","GB-CPA-07-00224","Pol Brennan, Guo Yue & Joji Hirota",,,"Pol Brennan","Richard Evans","66","742",,"TrÌsan","WOMAD Music Ltd"
"Pine Tree & On The Street","Dmitri Pokrovsky Ensemble","Various Artists",,"World Music","GB-CPA-91-00273","Dmitri Pokrovsky",,,"Dmitri Pokrovsky",,"67","746",,"Plus from Us","WOMAD Music Ltd"
"Lone Bear","Tony Levin","Various Artists",,"Alternative","GB-CPA-07-01241","Tony Levin",,,"Tony Levin",,"67","748",,"Plus from Us","Real World Music Ltd"
"Morecambe Bay","Alex Gifford","Various Artists",,"Alternative","GB-CPA-01-00590","Alex Gifford",,,"Alex Gifford",,"67","749",,"Plus from Us","WOMAD Music Ltd"
"Down by the River","David Rhodes","Various Artists",,"Alternative","GB-CPA-07-01242","David Rhodes",,,"David Rhodes",,"67","750",,"Plus from Us","Real World Music Ltd"
"Suheylâ","Kudsi Erguner","Various Artists",,"World Music","GB-CPA-07-01246","Kudsi Erguner",,,"Daniel Lanois",,"67","756",,"Plus from Us","WOMAD Music Ltd"
"Obiero","Ayub Ogada","Various Artists",,"World Music","GB-CPA-93-00176","Written and arranged by Ayub Ogada.",,,"Ayub Ogada and Richrd Evans","Richard Evans","67","840",,"Plus from Us","WOMAD Music Ltd"
"Ayrylsa","Ashkhabad","Ashkhabad",,"World Music","GB-CPA-93-00103","Traditional; lyrics by Makhtumkuli; arranged by A Tsharykuliev.",,,"John Leckie","Richard Evans and John Leckie","68","758",,"City of Love","WOMAD Music Ltd"
"Aglar Men","Ashkhabad","Ashkhabad",,"World Music","GB-CPA-93-00104","Lyrics by Makhtumkuli; music composed and arranged by Tsharykuliev.",,,"John Leckie","Richard Evans & John Leckie","68","759",,"City of Love","WOMAD Music Ltd"
"Bayaty","Ashkhabad","Ashkhabad",,"World Music","GB-CPA-93-00105","Composed by E Mansurov; arranged by G Mamedov and S Rizaev.",,,"John Leckie","Richard Evans & John Leckie","68","760",,"City of Love","WOMAD Music Ltd"
"Balam Seni","Ashkhabad","Ashkhabad",,"World Music","GB-CPA-93-00106","Traditional, arranged by Ashkhabad",,,"John Leckie","Richard Evans & John Leckie","68","761",,"City of Love","WOMAD Music Ltd"
"Shalakho","Ashkhabad","Ashkhabad",,"World Music","GB-CPA-93-00107","Traditional, arranged by G Mamedov.",,,"John Leckie","Richard Evans & John Leckie","68","762",,"City of Love","WOMAD Music Ltd"
"Yaman Ykbal","Ashkhabad","Ashkhabad",,"World Music","GB-CPA-93-00108","Composed and arranged by A Tsharykuliev.",,,"John Leckie","Richard Evans & John Leckie","68","763",,"City of Love","WOMAD Music Ltd"
"Bibining","Ashkhabad","Ashkhabad",,"World Music","GB-CPA-93-00109","Traditional, arranged by Ashkhabad",,,"John Leckie","Richard Evans & John Leckie","68","764",,"City of Love","WOMAD Music Ltd"
"Aisha","Ashkhabad","Ashkhabad",,"World Music","GB-CPA-93-00110","Composed and arranged by G Mamedov.",,,"John Leckie","Richard Evans & John Leckie","68","765",,"City of Love","WOMAD Music Ltd"
"Kakan Gyz","Ashkhabad","Ashkhabad",,"World Music","GB-CPA-93-00111","Lyrics by N Bairamov; music by O Tekayev, arranged by A Tsharykuliev.",,,"John Leckie","Richard Evans & John Leckie","68","766",,"City of Love","WOMAD Music Ltd"
"Ketshpelek","Ashkhabad","Ashkhabad",,"World Music","GB-CPA-93-00112","Lyrics traditional; music composed by N Khalmamedov, arranged by A Tsharykuliev and Rizaev.",,,"John Leckie","Richard Evans & John Leckie","68","767",,"City of Love","WOMAD Music Ltd"
"Garagum Keshdeleri","Ashkhabad","Ashkhabad",,"World Music","GB-CPA-93-00113","Composed and arranged by K Allamuradov.",,,"John Leckie","Richard Evans & John Leckie","68","768",,"City of Love","WOMAD Music Ltd"
"First Time","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00543","Lyrics by Lucky Dube &amp; Carole Rowley  Music by Lucky Dube, Carole Rowley, Mark Rutherford &amp; John Gosling",,,"Mark Rutherford & Sugar J","Robert Hill & Richard Blair","70","778",,"Way Down Below Buffalo Hell","WOMAD Music Ltd"
"Sleeping","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00544","Music by Ayub Ogada, Caroline Lavelle, Jocelyn Pook, Sonia Slany, Mark Rutherford &amp; John Gosling","Ayub Ogada  ","Rebecca White: Backing Vocals","Mark Rutherford &amp; Sugar J","Robert Hill & Richard Blair","70","779",,"Way Down Below Buffalo Hell","WOMAD Music Ltd"
"Awakening","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00545","Music by Mark Rutherford &amp; John Gosling",,,"Mark Rutherford &amp; Sugar J","Robert Hill & Richard Blair","70","780",,"Way Down Below Buffalo Hell","WOMAD Music Ltd"
"Sunstroke","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00546","Music by Cleo Torres, Mark Rutherford &amp; John Gosling","Cleo Torres  ","Ayub Ogada: Backing VocalsBoey Gallagher: CongasCarole Rowley: Backing VocalsCrispin Taylor: Live DrumsErnie McKone: Bassmark Vanderguchi: Rhythm GuitarSugar J: Scratching","Mark Rutherford &amp; Sugar J","Robert Hill & Richard Blair","70","781",,"Way Down Below Buffalo Hell","WOMAD Music Ltd"
"She Moved Through The Fair","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00547","Traditional, arranged by Mark Rutherford, John Gosling and Caroline Lavelle",,,"Mark Rutherford & Sugar",,"70","782",,"Way Down Below Buffalo Hell","WOMAD Music Ltd"
"Meeting Of The People","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00549","Music by Galliano","Rob Gallagher &amp; Valerie Etienne  ","Boey Gallagher: CongasCrispin Taylor: Live DrumsErnie McKone: BassRob Gallagher: Lead Vocals","Mark Rutherford &amp; Sugar J",,"70","784",,"Way Down Below Buffalo Hell","WOMAD Music Ltd"
"Harmonix","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00550","Lyrics &amp; music by Jane Siberry, CC, Mark Rutherford &amp; John Gosling",,"Ayub Ogada: NyatitiCC: Backing VocalsDavid Rhodes: Heavy Guitar","Mark Rutherford &amp; Sugar J","Robert Hill & Richard Blair with Chris Lawson","70","785",,"Way Down Below Buffalo Hell","WOMAD Music Ltd"
"454","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00551","Lyrics & music by Daniel Lanois",,"Baba Diarra & Bakari Traore: BalafonDave Barbarosa: DrumsGary Dyson: Backing Vocals","Mark Rutherford & Sugar J","Robert Hill & Richard Blair","70","786",,"Way Down Below Buffalo Hell","Real World Music Ltd"
"454","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00551","Lyrics & music by Daniel Lanois",,"Baba Diarra & Bakari Traore: BalafonDave Barbarosa: DrumsGary Dyson: Backing Vocals","Mark Rutherford & Sugar J","Robert Hill & Richard Blair","70","786",,"Way Down Below Buffalo Hell","WOMAD Music Ltd"
"La Visite Est Terminée","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00554","Music by Cleo Torres, Mark Rutherford, John Gosling, Karl Wallinger, Peter Gabriel &amp; Jah Wobble",,"Africa: AtmosphereBill Cobham: DrumsJah Wobble: BassSonia Slany: Violin","Mark Rutherford &amp; Sugar J","Robert Hill & Richard Blair with David Bottrill","70","788",,"Way Down Below Buffalo Hell","Real World Music Ltd"
"La Visite Est Terminée","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00554","Music by Cleo Torres, Mark Rutherford, John Gosling, Karl Wallinger, Peter Gabriel &amp; Jah Wobble",,"Africa: AtmosphereBill Cobham: DrumsJah Wobble: BassSonia Slany: Violin","Mark Rutherford &amp; Sugar J","Robert Hill & Richard Blair with David Bottrill","70","788",,"Way Down Below Buffalo Hell","WOMAD Music Ltd"
"Prehistoric (Bone Us)","Jam Nation","Jam Nation",,"Electronica","GB-CPA-01-00555","Music by Mark Rutherford &amp; John Gosling",,,"Mark Rutherford &amp; Sugar J","Robert Hill & Richard Blair","70","789",,"Way Down Below Buffalo Hell","WOMAD Music Ltd"
"The River","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00239","Bob Ezrin/Jean-Pierre Alarcen/Anthony Moore/Geoffrey Oryema",,,"Bob Ezrin","Richard Evans & Richard Blair","71","790",,"Beat the Border","WOMAD Music Ltd"
"Kel Kweyo","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00240","Geoffrey Oryema",,,"Bob Ezrin &amp; Richard Evans","Richard Evans","71","791",,"Beat the Border","WOMAD Music Ltd"
"Market Day","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00241","Geoffrey Oryema/Jean-Pierre Alarcen",,,"David Bottrill","David Bottrill","71","792",,"Beat the Border","WOMAD Music Ltd"
"Lapwony","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00242","Geoffrey Oryema/Jean-Pierre Alarcen",,,"David Bottrill","David Bottrill","71","793",,"Beat the Border","WOMAD Music Ltd"
"Umoja","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00243","Geoffrey Oryema/Jean-Pierre Alarcen",,,"David Bottrill","David Bottrill","71","794",,"Beat the Border","WOMAD Music Ltd"
"Gang Deyo","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00244","Geoffrey Oryema/Bob Ezrin",,,"Bob Ezrin","Richard Evans","71","795",,"Beat the Border","WOMAD Music Ltd"
"Hard Labour","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00245","Jean-Pierre Alarcen/Geoffrey Oryema/David Bottrill",,,"David Bottrill","David Bottrill","71","796",,"Beat the Border","Real World Music Ltd"
"Hard Labour","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00245","Jean-Pierre Alarcen/Geoffrey Oryema/David Bottrill",,,"David Bottrill","David Bottrill","71","796",,"Beat the Border","WOMAD Music Ltd"
"Payira Wind","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00246","Geoffrey Oryema//Jean-Pierre Alarcen/David Bottrill",,,"David Bottrill","David Bottrill","71","797",,"Beat the Border","Real World Music Ltd"
"Payira Wind","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00246","Geoffrey Oryema//Jean-Pierre Alarcen/David Bottrill",,,"David Bottrill","David Bottrill","71","797",,"Beat the Border","WOMAD Music Ltd"
"Lajok","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00247","Geoffrey Oryema",,,"David Bottrill","David Bottrill","71","798",,"Beat the Border","WOMAD Music Ltd"
"Nomad","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-93-00248","Geoffrey Oryema",,,"David Bottrill","David Bottrill","71","799",,"Beat the Border","WOMAD Music Ltd"
"Bania","Hassan Hakmoun","Hassan Hakmoun",,"World Music","GB-CPA-07-00132","Hassan Hakmoun",,,"Simon Emmerson","Richard Chappell","72","800",,"Trance","WOMAD Music Ltd"
"Only One God (Maaboud Allah)","Hassan Hakmoun","Hassan Hakmoun",,"World Music","GB-CPA-07-00259","Hassan Hakmoun",,,"Simon Emmerson","Richard Chappell","72","801",,"Trance","WOMAD Music Ltd"
"Soudan Minitara (Bumbastic Mix)","Hassan Hakmoun","Hassan Hakmoun",,"World Music","GB-CPA-07-00196","Hassan Hakmoun",,,"Simon Emmerson","Richard Chappell","72","802",,"Trance","WOMAD Music Ltd"
"Soutanbi","Hassan Hakmoun","Hassan Hakmoun",,"World Music","GB-CPA-07-00057","Hassan Hakmoun",,,"Simon Emmerson","Richard Chappell","72","804",,"Trance","WOMAD Music Ltd"
"Soulalahoalih","Hassan Hakmoun","Hassan Hakmoun",,"World Music","GB-CPA-07-00156","Hassan Hakmoun",,,"Simon Emmerson","Richard Chappell","72","805",,"Trance","WOMAD Music Ltd"
"Alal Wahya Alal (Trance Mix)","Hassan Hakmoun","Hassan Hakmoun",,"World Music","GB-CPA-07-00195","Hassan Hakmoun",,,"Simon Emmerson","Richard Chappell","72","806",,"Trance","WOMAD Music Ltd"
"The Sun Is Gone","Hassan Hakmoun","Hassan Hakmoun",,"World Music","GB-CPA-07-00186","Hassan Hakmoun",,,"Simon Emmerson","Richard Chappell","72","807",,"Trance","WOMAD Music Ltd"
"Soudan Minitara","Hassan Hakmoun","Hassan Hakmoun",,"World Music","GB-CPA-07-00043","Hassan Hakmoun",,,"Simon Emmerson","Richard Chappell","72","808",,"Trance","WOMAD Music Ltd"
"Challaban","Hassan Hakmoun and Zahar","Hassan Hakmoun",,"World Music","GB-CPA-07-00039","Hassan Hakmoun",,"Kweyao Agyapon: PercussionBill McClellan: DrumsAnthony Michael Peterson: GuitarSabir Rizaev: Soprano saxophone","Simon Emmerson",,"72","2247",,"Trance","WOMAD Music Ltd"
"Gajavadhana","U. Srinivas","U. Srinivas",,"World Music","GB-CPA-94-00898","Traditional arranged by U. Srinivas",,,"Michael Brook","Richard Evans","73","809",,"Rama Sreerama","WOMAD Music Ltd"
"Maryaadakadaya","U. Srinivas","U. Srinivas",,"World Music","GB-CPA-94-00899","Traditional arranged by U. Srinivas",,,"Michael Brook","Richard Evans","73","810",,"Rama Sreerama","WOMAD Music Ltd"
